tibetan_syllable	target	component_rule_ids	rule_evidence_syllables	target_in_rule_evidence	strict_leave_one_out_status	structural_unit_dependencies	domain_rule_dependencies	target_support_channel	authority_status
བྱང	byaṅ	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	ཀན;ཁབ;ཁར;ཁུང;ཁོང;ཁྱག;ཁྱབ;ཁྱེར;ཁྲག;ཁྲམ;ཁྲལ;གཅད;གཏོང;གདན;གདུང;གདོང;གསལ;གསུང;གྲང;གྲས;གྲོང;གླང;ཅིང;ཆག;ཆང;ཆད;ཆར;ཆུང;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐར;ཐལ;ཐུང;པར;ཕག;ཕང;ཕད;ཕན;ཕབ;ཕྱགས;ཕྱང;ཕྱད;ཕྱམ;ཕྱིང;ཕྱིན;ཕྱུགས;ཕྲ;ཕྲན;བཏང;བཙན;བརྩན;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲོ;བླང;མཐོང;མཚར;མཛད;མྱང;ཙ;ཚགས;ཚང;ཚར;ཛ;ཟ;འཁར;འབར;ཡང;ཡན;རལ;རས;རིང;རྟགས;རྡལ;རྦ;རྨང;ལག;ལང;ལས;ལུང;ལོང;སར;སེང;སྐར;སྐོང;སྐྱོང;སྟན;སྟེང;སྟོང;སྣ;སྣང;སྤྱང;སྤྱད;སྦྱང;སྦྱར;སྦྱོང;སྦྲང;སྲིང;སློང	no	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
བྱངས	byaṅs	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	ཀན;ཁབ;ཁར;ཁུགས;ཁུང;ཁེབས;ཁོང;ཁྱག;ཁྱབ;ཁྱེར;ཁྲག;ཁྲམ;ཁྲལ;གཅད;གཏོང;གདན;གདུང;གདོང;གཡོགས;གསལ;གསུང;གྲང;གྲས;གྲོང;གླང;ཅིང;ཆག;ཆགས;ཆང;ཆད;ཆར;ཆུང;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐམས;ཐར;ཐལ;ཐུང;ཐེབས;ནགས;པགས;པར;ཕག;ཕང;ཕད;ཕན;ཕབ;ཕུགས;ཕྱགས;ཕྱང;ཕྱད;ཕྱམ;ཕྱིང;ཕྱིན;ཕྱུགས;ཕྲ;ཕྲན;བཏང;བཙན;བརྟགས;བརྩན;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲོ;བླང;མཐོང;མཚར;མཛད;མྱང;ཙ;ཚགས;ཚང;ཚར;ཛ;ཟ;འཁར;འབར;ཡང;ཡན;རལ;རས;རིགས;རིང;རིམས;རྟགས;རྟོགས;རྡལ;རྦ;རྨང;ལག;ལང;ལས;ལུང;ལོང;ལྕགས;སར;སེང;སྐར;སྐོང;སྐྱོང;སྟན;སྟེང;སྟོང;སྣ;སྣང;སྤྱང;སྤྱད;སྦྱང;སྦྱར;སྦྱོང;སྦྲང;སྲིང;སློང	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	complete_not_currently_authoritative
བྱད	byad	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;CORPUS_DDC164B090C8	ཀན;ཁབ;ཁར;ཁྱག;ཁྱད;ཁྱབ;ཁྱེར;ཁྲག;ཁྲམ;ཁྲལ;ཁྲོད;གཅད;གདན;གསལ;གྲང;གྲས;གླང;ཆག;ཆང;ཆད;ཆར;ཆུད;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐར;ཐལ;ཐེད;ཐོད;དྲོད;ནད;པད;པར;ཕག;ཕད;ཕན;ཕབ;ཕུད;ཕོད;ཕྱགས;ཕྱང;ཕྱད;ཕྱམ;ཕྱིན;ཕྱུགས;ཕྱེད;ཕྲ;ཕྲད;ཕྲན;བཙན;བརྩན;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲེད;བྲོ;བླང;མཐུད;མཚར;མཛད;མྱང;ཙ;ཚགས;ཚར;ཚུད;ཛ;ཟ;འཁར;འབར;ཡན;ཡོད;རལ;རས;རྒོད;རྒྱུད;རྟགས;རྡལ;རྦ;རྩེད;ལག;ལང;ལས;ཤེད;ཤོད;སར;སྐད;སྐར;སྐྱིད;སྐྱེད;སྐྱོང;སྟན;སྟོད;སྡོད;སྣ;སྤྱད;སྦྱང;སྦྱར;སྦྱོང;སྲིད	yes	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
བྱན	byan	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;CORPUS_76CFA3FCFF21	ཀན;ཁབ;ཁར;ཁོན;ཁྱག;ཁྱབ;ཁྱེར;ཁྲག;ཁྲམ;ཁྲལ;ཁྲོན;གཅད;གདན;གདོན;གསལ;གྲང;གྲས;གླང;ཆག;ཆང;ཆད;ཆར;ཆུན;ཆེན;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐར;ཐལ;ཐུན;ཐེན;ཐོན;དམན;ནོན;པན;པར;ཕག;ཕད;ཕན;ཕབ;ཕོན;ཕྱགས;ཕྱང;ཕྱད;ཕྱམ;ཕྱིན;ཕྱུགས;ཕྲ;ཕྲན;ཕྲིན;བཙན;བརྩན;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲོ;བླང;བློན;མཁན;མཐུན;མཚར;མཛད;མྱང;ཙ;ཚགས;ཚར;ཚུན;ཛ;ཟ;ཟན;འཁར;འབར;ཡན;ཡིན;ཡོན;རལ;རས;རྒྱུན;རྟགས;རྡལ;རྦ;རྩེན;ལག;ལང;ལས;ལེན;ཤན;སར;སྐར;སྐྱོང;སྟན;སྟོན;སྣ;སྤྱད;སྤྱན;སྦྱང;སྦྱར;སྦྱོང	yes	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
བྱབ	byab	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;CORPUS_0C6592BB5CEF	ཀན;ཁབ;ཁར;ཁེབ;ཁྱག;ཁྱབ;ཁྱེར;ཁྲག;ཁྲབ;ཁྲམ;ཁྲལ;གཅད;གདན;གདུབ;གསལ;གྲང;གྲས;གྲུབ;གླང;ཆག;ཆང;ཆད;ཆར;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐར;ཐལ;ཐུབ;ཐེབ;ཐོབ;པར;ཕག;ཕད;ཕན;ཕབ;ཕུབ;ཕྱགས;ཕྱང;ཕྱད;ཕྱམ;ཕྱིན;ཕྱུགས;ཕྲ;ཕྲན;བཏབ;བཙན;བརྡབ;བརྩན;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲོ;བླང;མཚར;མཛད;མྱང;ཙ;ཚགས;ཚབ;ཚར;ཛ;ཟ;འཁར;འབབ;འབར;ཡན;ཡབ;རབ;རལ;རས;རྟགས;རྡལ;རྦ;ལག;ལང;ལས;ལེབ;སར;སྐར;སྐྱོང;སྐྱོབ;སྟན;སྡེབ;སྣ;སྤྱད;སྦྱང;སྦྱར;སྦྱོང;སློབ	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
བྱབས	byabs	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;CORPUS_0C6592BB5CEF;CORPUS_F685D66CEF46	ཀན;ཁབ;ཁར;ཁུགས;ཁེབ;ཁེབས;ཁྱག;ཁྱབ;ཁྱེར;ཁྲག;ཁྲབ;ཁྲམ;ཁྲལ;གཅད;གདན;གདུབ;གཡོགས;གསལ;གྲང;གྲས;གྲུབ;གླང;ཆག;ཆགས;ཆང;ཆད;ཆར;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐམས;ཐར;ཐལ;ཐུབ;ཐེབ;ཐེབས;ཐོབ;ནགས;པགས;པར;ཕག;ཕད;ཕན;ཕབ;ཕུགས;ཕུབ;ཕྱགས;ཕྱང;ཕྱད;ཕྱམ;ཕྱིན;ཕྱུགས;ཕྲ;ཕྲན;བཏབ;བཙན;བརྟགས;བརྡབ;བརྩན;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲོ;བླང;མཚར;མཛད;མྱང;ཙ;ཚགས;ཚབ;ཚར;ཛ;ཟ;འཁར;འབབ;འབར;ཡན;ཡབ;རབ;རལ;རས;རིགས;རིམས;རྟགས;རྟོགས;རྡལ;རྦ;ལག;ལང;ལས;ལེབ;ལྕགས;སར;སྐར;སྐྱོང;སྐྱོབ;སྟན;སྡེབ;སྣ;སྤྱད;སྦྱང;སྦྱར;སྦྱོང;སློབ	no	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	correction_authoritative
བྱམ	byam	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;CORPUS_5683E9A09D00	ཀན;ཁབ;ཁར;ཁོམ;ཁྱག;ཁྱབ;ཁྱིམ;ཁྱེར;ཁྲག;ཁྲམ;ཁྲལ;ཁྲོམ;གཅད;གདན;གསལ;གསུམ;གྲང;གྲས;གླང;ཆག;ཆང;ཆད;ཆར;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐམས;ཐར;ཐལ;ཐུམ;ཐེམ;ནམ;པར;ཕག;ཕད;ཕན;ཕབ;ཕམ;ཕྱགས;ཕྱང;ཕྱད;ཕྱམ;ཕྱིན;ཕྱུགས;ཕྲ;ཕྲན;བཅོམ;བཙན;བརྩན;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲོ;བླང;མཚར;མཛད;མྱང;ཙ;ཙམ;ཚགས;ཚར;ཚིམ;ཛ;ཟ;འཁར;འབར;ཡན;ཡུམ;རལ;རས;རིམ;རིམས;རྟགས;རྡལ;རྦ;ལག;ལང;ལམ;ལས;སར;སྐམ;སྐར;སྐྱོང;སྟན;སྡོམ;སྣ;སྣམ;སྤྱད;སྦྱང;སྦྱར;སྦྱོང	no	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	correction_authoritative
བྱམས	byams	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;CORPUS_5683E9A09D00;CORPUS_F685D66CEF46	ཀན;ཁབ;ཁར;ཁུགས;ཁེབས;ཁོམ;ཁྱག;ཁྱབ;ཁྱིམ;ཁྱེར;ཁྲག;ཁྲམ;ཁྲལ;ཁྲོམ;གཅད;གདན;གཡོགས;གསལ;གསུམ;གྲང;གྲས;གླང;ཆག;ཆགས;ཆང;ཆད;ཆར;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐམས;ཐར;ཐལ;ཐུམ;ཐེབས;ཐེམ;ནགས;ནམ;པགས;པར;ཕག;ཕད;ཕན;ཕབ;ཕམ;ཕུགས;ཕྱགས;ཕྱང;ཕྱད;ཕྱམ;ཕྱིན;ཕྱུགས;ཕྲ;ཕྲན;བཅོམ;བཙན;བརྟགས;བརྩན;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲོ;བླང;མཚར;མཛད;མྱང;ཙ;ཙམ;ཚགས;ཚར;ཚིམ;ཛ;ཟ;འཁར;འབར;ཡན;ཡུམ;རལ;རས;རིགས;རིམ;རིམས;རྟགས;རྟོགས;རྡལ;རྦ;ལག;ལང;ལམ;ལས;ལྕགས;སར;སྐམ;སྐར;སྐྱོང;སྟན;སྡོམ;སྣ;སྣམ;སྤྱད;སྦྱང;སྦྱར;སྦྱོང	no	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	correction_authoritative
བྱར	byar	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;CORPUS_6783C3DA00D4	ཀན;ཀར;ཁབ;ཁར;ཁེར;ཁྱག;ཁྱབ;ཁྱེར;ཁྲག;ཁྲམ;ཁྲལ;གཅད;གཏོར;གདན;གསར;གསལ;གྲང;གྲས;གླང;ཆག;ཆང;ཆད;ཆར;ཆེར;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐར;ཐལ;ཐུར;ཐེར;ཐོར;ནོར;པར;པོར;ཕག;ཕད;ཕན;ཕབ;ཕུར;ཕོར;ཕྱགས;ཕྱང;ཕྱད;ཕྱམ;ཕྱར;ཕྱིན;ཕྱུགས;ཕྲ;ཕྲན;བདར;བཙན;བརྡར;བརྩན;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲོ;བླང;མཁར;མཚར;མཛད;མྱང;ཙ;ཚགས;ཚར;ཚུར;ཛ;ཟ;ཟུར;ཟེར;འཁར;འཁོར;འབར;ཡན;ཡར;རལ;རས;རྟགས;རྡལ;རྦ;ལག;ལང;ལས;ཤོར;སར;སེར;སོར;སྐར;སྐོར;སྐྱོང;སྟན;སྟེར;སྣ;སྤྱད;སྦྱང;སྦྱར;སྦྱོང;སྦྱོར	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
བྱས	byas	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_01025FAF5D30;CORPUS_735B62E02527	ཀན;ཁབ;ཁར;ཁྱག;ཁྱབ;ཁྱེར;ཁྲག;ཁྲམ;ཁྲལ;གཅད;གདན;གསལ;གྲང;གྲས;གྲོས;གླང;ངོས;ཆག;ཆང;ཆད;ཆར;ཆོས;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐར;ཐལ;ཐོས;པར;པོས;ཕག;ཕད;ཕན;ཕབ;ཕས;ཕྱགས;ཕྱང;ཕྱད;ཕྱམ;ཕྱིན;ཕྱིས;ཕྱུགས;ཕྲ;ཕྲན;ཕྲས;བཅོས;བཙན;བརྩན;བསྡུས;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲིས;བྲོ;བླང;མཁས;མཚར;མཛད;མྱང;ཙ;ཚགས;ཚར;ཚོས;ཛ;ཟ;ཟས;འཁར;འབར;ཡན;ཡས;རལ;རས;རིས;རུས;རྟགས;རྡལ;རྡོས;རྦ;ལག;ལང;ལས;ལུས;ལྷས;ཤས;སར;སྐར;སྐྱེས;སྐྱོང;སྟན;སྣ;སྤྱད;སྦྱང;སྦྱར;སྦྱོང;སྦྲས	no	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
བྱི	byi	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F	ཀི;ཁྱག;ཁྱབ;ཁྱེར;ཁྲིད;གི;གྲི;གླིང;ཅི;ཅིག;ཆིག;ཏི;ཏིག;ཐིག;ཕྱང;ཕྱད;ཕྱམ;ཕྱིང;ཕྱིན;ཕྱུགས;ཕྲིག;ཕྲིན;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲོ;བླང;མགྲིན;ཙི;ཚིགས;ཚིལ;ཛི;འབར;ཡི;ཡིན;རི;རིག;རིལ;རིས;རྦ;ལིང;སྐྱིད;སྐྱིལ;སྐྱོང;སྦྱང;སྦྱོང;སྲིང	yes	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
བྱིང	byiṅ	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F;SUFFIX_NG_TO_NDOT	ཀི;ཁུང;ཁོང;ཁྱག;ཁྱབ;ཁྱེར;ཁྲིད;གཏོང;གདུང;གདོང;གསུང;གི;གྲང;གྲི;གྲོང;གླིང;ཅི;ཅིག;ཅིང;ཆང;ཆིག;ཆུང;ཏི;ཏིག;ཐང;ཐིག;ཐུང;ཕང;ཕྱང;ཕྱད;ཕྱམ;ཕྱིང;ཕྱིན;ཕྱུགས;ཕྲིག;ཕྲིན;བཏང;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲོ;བླང;མགྲིན;མཐོང;ཙི;ཚང;ཚིགས;ཚིལ;ཛི;འབར;ཡང;ཡི;ཡིན;རི;རིག;རིང;རིལ;རིས;རྦ;རྨང;ལང;ལིང;ལུང;ལོང;སེང;སྐོང;སྐྱིད;སྐྱིལ;སྐྱོང;སྟེང;སྟོང;སྣང;སྤྱང;སྦྱང;སྦྱོང;སྦྲང;སྲིང;སློང	no	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	correction_authoritative
བྱིངས	byiṅs	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	ཀི;ཁུགས;ཁུང;ཁེབས;ཁོང;ཁྱག;ཁྱབ;ཁྱེར;ཁྲིད;གཏོང;གདུང;གདོང;གཡོགས;གསུང;གི;གྲང;གྲི;གྲོང;གླིང;ཅི;ཅིག;ཅིང;ཆགས;ཆང;ཆིག;ཆུང;ཏི;ཏིག;ཐང;ཐབས;ཐམས;ཐིག;ཐུང;ཐེབས;ནགས;པགས;ཕང;ཕུགས;ཕྱང;ཕྱད;ཕྱམ;ཕྱིང;ཕྱིན;ཕྱུགས;ཕྲིག;ཕྲིན;བཏང;བརྟགས;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲོ;བླང;མགྲིན;མཐོང;ཙི;ཚགས;ཚང;ཚིགས;ཚིལ;ཛི;འབར;ཡང;ཡི;ཡིན;རི;རིག;རིགས;རིང;རིམས;རིལ;རིས;རྟོགས;རྦ;རྨང;ལང;ལིང;ལུང;ལོང;ལྕགས;སེང;སྐོང;སྐྱིད;སྐྱིལ;སྐྱོང;སྟེང;སྟོང;སྣང;སྤྱང;སྦྱང;སྦྱོང;སྦྲང;སྲིང;སློང	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
བྱིད	byid	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F;CORPUS_DDC164B090C8	ཀི;ཁྱག;ཁྱད;ཁྱབ;ཁྱེར;ཁྲིད;ཁྲོད;གི;གྲི;གླིང;ཅི;ཅིག;ཆད;ཆིག;ཆུད;ཏི;ཏིག;ཐད;ཐིག;ཐེད;ཐོད;དྲོད;ནད;པད;ཕད;ཕུད;ཕོད;ཕྱང;ཕྱད;ཕྱམ;ཕྱིང;ཕྱིན;ཕྱུགས;ཕྱེད;ཕྲད;ཕྲིག;ཕྲིན;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲེད;བྲོ;བླང;མགྲིན;མཐུད;ཙི;ཚིགས;ཚིལ;ཚུད;ཛི;འབར;ཡི;ཡིན;ཡོད;རི;རིག;རིལ;རིས;རྒོད;རྒྱུད;རྦ;རྩེད;ལིང;ཤེད;ཤོད;སྐད;སྐྱིད;སྐྱིལ;སྐྱེད;སྐྱོང;སྟོད;སྡོད;སྤྱད;སྦྱང;སྦྱོང;སྲིང;སྲིད	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
བྱིན	byin	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F;CORPUS_76CFA3FCFF21	ཀན;ཀི;ཁོན;ཁྱག;ཁྱབ;ཁྱེར;ཁྲིད;ཁྲོན;གདོན;གི;གྲི;གླིང;ཅི;ཅིག;ཆིག;ཆུན;ཆེན;ཏི;ཏིག;ཐིག;ཐུན;ཐེན;ཐོན;དམན;ནོན;པན;ཕན;ཕོན;ཕྱང;ཕྱད;ཕྱམ;ཕྱིང;ཕྱིན;ཕྱུགས;ཕྲན;ཕྲིག;ཕྲིན;བཙན;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲོ;བླང;བློན;མཁན;མགྲིན;མཐུན;ཙི;ཚིགས;ཚིལ;ཚུན;ཛི;ཟན;འབར;ཡན;ཡི;ཡིན;ཡོན;རི;རིག;རིལ;རིས;རྒྱུན;རྦ;རྩེན;ལིང;ལེན;ཤན;སྐྱིད;སྐྱིལ;སྐྱོང;སྟན;སྟོན;སྤྱན;སྦྱང;སྦྱོང;སྲིང	yes	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
བྱིབས	byibs	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F;CORPUS_0C6592BB5CEF;CORPUS_F685D66CEF46	ཀི;ཁབ;ཁུགས;ཁེབ;ཁེབས;ཁྱག;ཁྱབ;ཁྱེར;ཁྲབ;ཁྲིད;གདུབ;གཡོགས;གི;གྲི;གྲུབ;གླིང;ཅི;ཅིག;ཆགས;ཆིག;ཏི;ཏིག;ཐབ;ཐབས;ཐམས;ཐིག;ཐུབ;ཐེབ;ཐེབས;ཐོབ;ནགས;པགས;ཕབ;ཕུགས;ཕུབ;ཕྱང;ཕྱད;ཕྱམ;ཕྱིང;ཕྱིན;ཕྱུགས;ཕྲིག;ཕྲིན;བཏབ;བརྟགས;བརྡབ;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲོ;བླང;མགྲིན;ཙི;ཚགས;ཚབ;ཚིགས;ཚིལ;ཛི;འབབ;འབར;ཡབ;ཡི;ཡིན;རབ;རི;རིག;རིགས;རིམས;རིལ;རིས;རྟོགས;རྦ;ལིང;ལེབ;ལྕགས;སྐྱིད;སྐྱིལ;སྐྱོང;སྐྱོབ;སྡེབ;སྦྱང;སྦྱོང;སྲིང;སློབ	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
བྱིམ	byim	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F;CORPUS_5683E9A09D00	ཀི;ཁོམ;ཁྱག;ཁྱབ;ཁྱིམ;ཁྱེར;ཁྲམ;ཁྲིད;ཁྲོམ;གསུམ;གི;གྲི;གླིང;ཅི;ཅིག;ཆིག;ཏི;ཏིག;ཐམ;ཐམས;ཐིག;ཐུམ;ཐེམ;ནམ;ཕམ;ཕྱང;ཕྱད;ཕྱམ;ཕྱིང;ཕྱིན;ཕྱུགས;ཕྲིག;ཕྲིན;བཅོམ;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲོ;བླང;མགྲིན;ཙམ;ཙི;ཚིགས;ཚིམ;ཚིལ;ཛི;འབར;ཡི;ཡིན;ཡུམ;རི;རིག;རིམ;རིམས;རིལ;རིས;རྦ;ལམ;ལིང;སྐམ;སྐྱིད;སྐྱིལ;སྐྱོང;སྡོམ;སྣམ;སྦྱང;སྦྱོང;སྲིང	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
བྱིལ	byil	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F;RESIDUAL_A5A2CF47705E	ཀི;ཁུལ;ཁེལ;ཁོལ;ཁྱག;ཁྱབ;ཁྱེར;ཁྲལ;ཁྲིད;ཁྲོལ;གསལ;གི;གྲི;གྲོལ;གླིང;ཅི;ཅིག;ཆལ;ཆིག;ཏི;ཏིག;ཐལ;ཐིག;ཐུལ;ཐེལ;ཕུལ;ཕྱང;ཕྱད;ཕྱམ;ཕྱལ;ཕྱིང;ཕྱིན;ཕྱུགས;ཕྲིག;ཕྲིན;བཅོལ;བཙལ;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲེལ;བྲོ;བླང;མགྲིན;ཙི;ཚིགས;ཚིལ;ཚུལ;ཚོལ;ཛི;འཁོལ;འབར;ཡི;ཡིན;ཡུལ;ཡོལ;རལ;རི;རིག;རིལ;རིས;རྒོལ;རྡེལ;རྡོལ;རྦ;རྩལ;ལིང;ཤེལ;སེལ;སྐལ;སྐྱིད;སྐྱིལ;སྐྱེལ;སྐྱོང;སྒྲོལ;སྦྱང;སྦྱོང;སྲིང;སྲོལ	no	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	correction_authoritative
བྱིས	byis	CORPUS_B453155DE050;CORPUS_E34B3E203AE6;CORPUS_63EB474B7A3F;CORPUS_735B62E02527	ཀི;ཁྱག;ཁྱབ;ཁྱེར;ཁྲིད;གི;གྲས;གྲི;གྲོས;གླིང;ངོས;ཅི;ཅིག;ཆིག;ཆོས;ཏི;ཏིག;ཐིག;ཐོས;པོས;ཕས;ཕྱང;ཕྱད;ཕྱམ;ཕྱིང;ཕྱིན;ཕྱིས;ཕྱུགས;ཕྲས;ཕྲིག;ཕྲིན;བཅོས;བསྡུས;བྱད;བྱན;བྱི;བྱིན;བྱུང;བྱེད;བྲག;བྲང;བྲན;བྲབ;བྲམ;བྲལ;བྲི;བྲིས;བྲོ;བླང;མཁས;མགྲིན;ཙི;ཚིགས;ཚིལ;ཚོས;ཛི;ཟས;འབར;ཡས;ཡི;ཡིན;རས;རི;རིག;རིལ;རིས;རུས;རྡོས;རྦ;ལས;ལིང;ལུས;ལྷས;ཤས;སྐྱིད;སྐྱིལ;སྐྱེས;སྐྱོང;སྦྱང;སྦྱོང;སྦྲས;སྲིང	no	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	correction_authoritative
