tibetan_syllable	target	component_rule_ids	rule_evidence_syllables	target_in_rule_evidence	strict_leave_one_out_status	structural_unit_dependencies	domain_rule_dependencies	target_support_channel	authority_status
འདྲོན	dron	CORPUS_91DCE7C115D4;RESIDUAL_C2670784C902;CORPUS_7F71AFFFC788;CORPUS_16D4A9AA0695;CORPUS_76CFA3FCFF21	ཀན;ཁོག;ཁོང;ཁོན;ཁོལ;ཁྲག;ཁྲབ;ཁྲོག;ཁྲོད;ཁྲོན;ཁྲོམ;ཁྲོལ;གཅོད;གཏོར;གདུང;གདོང;གདོན;གསོལ;གོ;གྲང;གྲི;གྲུ;གྲོ;གྲོང;གྲོས;ངོས;ཅོ;ཅོག;ཆུན;ཆེན;ཆོག;ཏོག;ཐུན;ཐེན;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;དམན;དུ;དེ;དོ;དྲུག;དྲེ;དྲོ;དྲོད;ནོན;པན;པོར;ཕན;ཕོག;ཕོད;ཕོན;ཕོར;ཕྱིན;ཕྲད;ཕྲན;ཕྲས;ཕྲིན;ཕྲུ;ཕྲུག;བདུན;བཙན;བརྟོལ;བརྡོལ;བརྩོན;བསྐོར;བྱན;བྱིན;བྲང;བྲན;བྲི;བྲེད;བྲོ;བློན;མཁན;མགྲོན;མཆོད;མཐུན;མཐོ;མཛོད;མྱོང;ཚུན;ཚོལ;ཚོས;ཟན;ཟོར;འཁོར;འགྲོ;འདུག;འདོན;འབབ;འབར;འབུམ;འབྱུང;འབྱོར;འཛིན;ཡན;ཡིན;ཡོན;ཡོལ;རོ;རོག;རྒྱུན;རྟོགས;རྡལ;རྡུལ;རྡོག;རྡོལ;རྩེན;ལེན;ལོ;ལོག;ལོང;ཤན;ཤོད;སོ;སོར;སྐོར;སྟན;སྟོང;སྟོན;སྡེ;སྡོད;སྡོམ;སྤྱན;སྤྱོད;སྦྱོང;སྦྱོར;སྦྲང;སྲོག	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	complete_not_currently_authoritative
འདྲོབས	drobs	CORPUS_91DCE7C115D4;RESIDUAL_C2670784C902;CORPUS_7F71AFFFC788;CORPUS_16D4A9AA0695;CORPUS_0C6592BB5CEF;CORPUS_F685D66CEF46	ཁབ;ཁུགས;ཁེབ;ཁེབས;ཁོག;ཁོང;ཁོལ;ཁྱབ;ཁྲག;ཁྲབ;ཁྲོག;ཁྲོད;ཁྲོན;ཁྲོམ;ཁྲོལ;གཅོད;གཏོར;གདུང;གདུབ;གདོང;གདོན;གཡོགས;གསོལ;གོ;གྲང;གྲི;གྲུ;གྲུབ;གྲོ;གྲོང;གྲོས;ངོས;ཅོ;ཅོག;ཆགས;ཆོག;ཏོག;ཐབ;ཐབས;ཐམས;ཐུབ;ཐེབ;ཐེབས;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;དུ;དེ;དོ;དྲུག;དྲེ;དྲོ;དྲོད;ནགས;པགས;པོར;ཕབ;ཕུགས;ཕུབ;ཕོག;ཕོད;ཕོན;ཕོར;ཕྲད;ཕྲན;ཕྲས;ཕྲིན;ཕྲུ;ཕྲུག;བཏབ;བདུན;བརྟགས;བརྟོལ;བརྡབ;བརྡོལ;བརྩོན;བསྐོར;བྲང;བྲན;བྲབ;བྲི;བྲེད;བྲོ;མགྲོན;མཆོད;མཐོ;མཛོད;མྱོང;ཚགས;ཚབ;ཚོལ;ཚོས;ཟོར;འཁོར;འགྲོ;འདུག;འདོན;འབབ;འབར;འབུམ;འབྱུང;འབྱོར;འཛིན;ཡབ;ཡོན;ཡོལ;རབ;རིགས;རིམས;རོ;རོག;རྟོགས;རྡལ;རྡུལ;རྡོག;རྡོལ;ལེབ;ལོ;ལོག;ལོང;ལྕགས;ཤོད;སོ;སོར;སྐོར;སྐྱོབ;སྟོང;སྟོན;སྡེ;སྡེབ;སྡོད;སྡོམ;སྤྱོད;སྦྱོང;སྦྱོར;སྦྲང;སྲོག;སློབ	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
འདྲོར	dror	CORPUS_91DCE7C115D4;RESIDUAL_C2670784C902;CORPUS_7F71AFFFC788;CORPUS_16D4A9AA0695;CORPUS_6783C3DA00D4	ཀར;ཁར;ཁེར;ཁོག;ཁོང;ཁོལ;ཁྲག;ཁྲབ;ཁྲོག;ཁྲོད;ཁྲོན;ཁྲོམ;ཁྲོལ;གཅོད;གཏོར;གདུང;གདོང;གདོན;གསར;གསོལ;གོ;གྲང;གྲི;གྲུ;གྲོ;གྲོང;གྲོས;ངོས;ཅོ;ཅོག;ཆར;ཆེར;ཆོག;ཏོག;ཐར;ཐུར;ཐེར;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;དུ;དེ;དོ;དྲུག;དྲེ;དྲོ;དྲོད;ནོར;པར;པོར;ཕུར;ཕོག;ཕོད;ཕོན;ཕོར;ཕྱར;ཕྲད;ཕྲན;ཕྲས;ཕྲིན;ཕྲུ;ཕྲུག;བདར;བདུན;བརྟོལ;བརྡར;བརྡོལ;བརྩོན;བསྐོར;བྲང;བྲན;བྲི;བྲེད;བྲོ;མཁར;མགྲོན;མཆོད;མཐོ;མཛོད;མྱོང;ཚར;ཚུར;ཚོལ;ཚོས;ཟུར;ཟེར;ཟོར;འཁོར;འགྲོ;འདུག;འདོན;འབབ;འབར;འབུམ;འབྱུང;འབྱོར;འཛིན;ཡར;ཡོན;ཡོལ;རོ;རོག;རྟོགས;རྡལ;རྡུལ;རྡོག;རྡོལ;ལོ;ལོག;ལོང;ཤོད;ཤོར;སེར;སོ;སོར;སྐར;སྐོར;སྟེར;སྟོང;སྟོན;སྡེ;སྡོད;སྡོམ;སྤྱོད;སྦྱར;སྦྱོང;སྦྱོར;སྦྲང;སྲོག	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	complete_not_currently_authoritative
འཕག	phag	CORPUS_91DCE7C115D4;RESIDUAL_C14A7F0F1043;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A	ཀན;ཁབ;ཁར;ཁུག;ཁོག;ཁྱག;ཁྲག;ཁྲམ;ཁྲལ;ཁྲོག;གཅད;གདན;གཡོག;གསལ;གྲང;གྲས;གླང;ཅིག;ཅོག;ཆག;ཆང;ཆད;ཆར;ཆུག;ཆོག;ཏིག;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐར;ཐལ;ཐེག;ཐོག;དམག;དྲེག;ནག;པག;པར;ཕག;ཕང;ཕད;ཕན;ཕབ;ཕམ;ཕས;ཕུ;ཕུག;ཕུགས;ཕུད;ཕུབ;ཕུར;ཕུལ;ཕོག;ཕོད;ཕོན;ཕོར;ཕྱགས;ཕྱང;ཕྱད;ཕྱམ;ཕྱར;ཕྱལ;ཕྱིང;ཕྱིན;ཕྱིས;ཕྱུགས;ཕྱུང;ཕྲ;ཕྲད;ཕྲན;ཕྲས;ཕྲིག;ཕྲིན;ཕྲུ;ཕྲུག;ཕྲོམ;བདག;བཙན;བརྩན;བྱད;བྱན;བྲག;བྲལ;མཐུག;མཚར;མཛད;མྱང;ཙ;ཚག;ཚགས;ཚར;ཛ;ཟ;ཟུག;འཁར;འགྲོ;འདུག;འདོན;འབབ;འབར;འབུམ;འབྱུང;འབྱོར;འཛིན;ཡན;ཡིག;རལ;རས;རིག;རིགས;རུག;རོག;རྟགས;རྡལ;རྡེག;རྡོག;ལག;ལང;ལས;ལུག;ལོག;ལྷག;ཤོག;སར;སྐར;སྒྲོག;སྟག;སྟན;སྣ;སྤྱད;སྦྱང;སྦྱར;སྲོག;སློག	no	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=reviewed_full_target;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
འཕགས	phags	CORPUS_91DCE7C115D4;RESIDUAL_C14A7F0F1043;CORPUS_01025FAF5D30;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ཀན;ཁབ;ཁར;ཁུག;ཁུགས;ཁེབས;ཁོག;ཁྱག;ཁྲག;ཁྲམ;ཁྲལ;ཁྲོག;གཅད;གདན;གཡོག;གཡོགས;གསལ;གྲང;གྲས;གླང;ཅིག;ཅོག;ཆག;ཆགས;ཆང;ཆད;ཆར;ཆུག;ཆོག;ཏིག;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐམས;ཐར;ཐལ;ཐེག;ཐེབས;ཐོག;དམག;དྲེག;ནག;ནགས;པག;པགས;པར;ཕག;ཕང;ཕད;ཕན;ཕབ;ཕམ;ཕས;ཕུ;ཕུག;ཕུགས;ཕུད;ཕུབ;ཕུར;ཕུལ;ཕོག;ཕོད;ཕོན;ཕོར;ཕྱགས;ཕྱང;ཕྱད;ཕྱམ;ཕྱར;ཕྱལ;ཕྱིང;ཕྱིན;ཕྱིས;ཕྱུགས;ཕྱུང;ཕྲ;ཕྲད;ཕྲན;ཕྲས;ཕྲིག;ཕྲིན;ཕྲུ;ཕྲུག;ཕྲོམ;བདག;བཙན;བརྟགས;བརྩན;བྱད;བྱན;བྲག;བྲལ;མཐུག;མཚར;མཛད;མྱང;ཙ;ཚག;ཚགས;ཚར;ཛ;ཟ;ཟུག;འཁར;འགྲོ;འདུག;འདོན;འབབ;འབར;འབུམ;འབྱུང;འབྱོར;འཛིན;ཡན;ཡིག;རལ;རས;རིག;རིགས;རིམས;རུག;རོག;རྟགས;རྟོགས;རྡལ;རྡེག;རྡོག;ལག;ལང;ལས;ལུག;ལོག;ལྕགས;ལྷག;ཤོག;སར;སྐར;སྒྲོག;སྟག;སྟན;སྣ;སྤྱད;སྦྱང;སྦྱར;སྲོག;སློག	no	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
འཕང	phaṅ	CORPUS_91DCE7C115D4;RESIDUAL_C14A7F0F1043;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT	ཀན;ཁབ;ཁར;ཁུང;ཁོང;ཁྲག;ཁྲམ;ཁྲལ;གཅད;གཏོང;གདན;གདུང;གདོང;གསལ;གསུང;གྲང;གྲས;གྲོང;གླང;ཅིང;ཆག;ཆང;ཆད;ཆར;ཆུང;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐར;ཐལ;ཐུང;པར;ཕག;ཕང;ཕད;ཕན;ཕབ;ཕམ;ཕས;ཕུ;ཕུག;ཕུགས;ཕུད;ཕུབ;ཕུར;ཕུལ;ཕོག;ཕོད;ཕོན;ཕོར;ཕྱགས;ཕྱང;ཕྱད;ཕྱམ;ཕྱར;ཕྱལ;ཕྱིང;ཕྱིན;ཕྱིས;ཕྱུགས;ཕྱུང;ཕྲ;ཕྲད;ཕྲན;ཕྲས;ཕྲིག;ཕྲིན;ཕྲུ;ཕྲུག;ཕྲོམ;བཏང;བཙན;བརྩན;བྱད;བྱན;བྲང;བྲལ;མཐོང;མཚར;མཛད;མྱང;ཙ;ཚགས;ཚང;ཚར;ཛ;ཟ;འཁར;འགྲོ;འདུག;འདོན;འབབ;འབར;འབུམ;འབྱུང;འབྱོར;འཛིན;ཡང;ཡན;རལ;རས;རིང;རྟགས;རྡལ;རྨང;ལག;ལང;ལས;ལུང;ལོང;སར;སེང;སྐར;སྐོང;སྐྱོང;སྟན;སྟེང;སྟོང;སྣ;སྣང;སྤྱང;སྤྱད;སྦྱང;སྦྱར;སྦྱོང;སྦྲང;སྲིང;སློང	no	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	correction_authoritative
འཕངས	phaṅs	CORPUS_91DCE7C115D4;RESIDUAL_C14A7F0F1043;CORPUS_01025FAF5D30;SUFFIX_NG_TO_NDOT;CORPUS_F685D66CEF46	ཀན;ཁབ;ཁར;ཁུགས;ཁུང;ཁེབས;ཁོང;ཁྲག;ཁྲམ;ཁྲལ;གཅད;གཏོང;གདན;གདུང;གདོང;གཡོགས;གསལ;གསུང;གྲང;གྲས;གྲོང;གླང;ཅིང;ཆག;ཆགས;ཆང;ཆད;ཆར;ཆུང;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐམས;ཐར;ཐལ;ཐུང;ཐེབས;ནགས;པགས;པར;ཕག;ཕང;ཕད;ཕན;ཕབ;ཕམ;ཕས;ཕུ;ཕུག;ཕུགས;ཕུད;ཕུབ;ཕུར;ཕུལ;ཕོག;ཕོད;ཕོན;ཕོར;ཕྱགས;ཕྱང;ཕྱད;ཕྱམ;ཕྱར;ཕྱལ;ཕྱིང;ཕྱིན;ཕྱིས;ཕྱུགས;ཕྱུང;ཕྲ;ཕྲད;ཕྲན;ཕྲས;ཕྲིག;ཕྲིན;ཕྲུ;ཕྲུག;ཕྲོམ;བཏང;བཙན;བརྟགས;བརྩན;བྱད;བྱན;བྲང;བྲལ;མཐོང;མཚར;མཛད;མྱང;ཙ;ཚགས;ཚང;ཚར;ཛ;ཟ;འཁར;འགྲོ;འདུག;འདོན;འབབ;འབར;འབུམ;འབྱུང;འབྱོར;འཛིན;ཡང;ཡན;རལ;རས;རིགས;རིང;རིམས;རྟགས;རྟོགས;རྡལ;རྨང;ལག;ལང;ལས;ལུང;ལོང;ལྕགས;སར;སེང;སྐར;སྐོང;སྐྱོང;སྟན;སྟེང;སྟོང;སྣ;སྣང;སྤྱང;སྤྱད;སྦྱང;སྦྱར;སྦྱོང;སྦྲང;སྲིང;སློང	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	complete_not_currently_authoritative
འཕན	phan	CORPUS_91DCE7C115D4;RESIDUAL_C14A7F0F1043;CORPUS_01025FAF5D30;CORPUS_76CFA3FCFF21	ཀན;ཁབ;ཁར;ཁོན;ཁྲག;ཁྲམ;ཁྲལ;ཁྲོན;གཅད;གདན;གདོན;གསལ;གྲང;གྲས;གླང;ཆག;ཆང;ཆད;ཆར;ཆུན;ཆེན;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐར;ཐལ;ཐུན;ཐེན;ཐོན;དམན;ནོན;པན;པར;ཕག;ཕང;ཕད;ཕན;ཕབ;ཕམ;ཕས;ཕུ;ཕུག;ཕུགས;ཕུད;ཕུབ;ཕུར;ཕུལ;ཕོག;ཕོད;ཕོན;ཕོར;ཕྱགས;ཕྱང;ཕྱད;ཕྱམ;ཕྱར;ཕྱལ;ཕྱིང;ཕྱིན;ཕྱིས;ཕྱུགས;ཕྱུང;ཕྲ;ཕྲད;ཕྲན;ཕྲས;ཕྲིག;ཕྲིན;ཕྲུ;ཕྲུག;ཕྲོམ;བཙན;བརྩན;བྱད;བྱན;བྱིན;བྲན;བྲལ;བློན;མཁན;མཐུན;མཚར;མཛད;མྱང;ཙ;ཚགས;ཚར;ཚུན;ཛ;ཟ;ཟན;འཁར;འགྲོ;འདུག;འདོན;འབབ;འབར;འབུམ;འབྱུང;འབྱོར;འཛིན;ཡན;ཡིན;ཡོན;རལ;རས;རྒྱུན;རྟགས;རྡལ;རྩེན;ལག;ལང;ལས;ལེན;ཤན;སར;སྐར;སྟན;སྟོན;སྣ;སྤྱད;སྤྱན;སྦྱང;སྦྱར	no	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	correction_authoritative
འཕམ	pham	CORPUS_91DCE7C115D4;RESIDUAL_C14A7F0F1043;CORPUS_01025FAF5D30;CORPUS_5683E9A09D00	ཀན;ཁབ;ཁར;ཁོམ;ཁྱིམ;ཁྲག;ཁྲམ;ཁྲལ;ཁྲོམ;གཅད;གདན;གསལ;གསུམ;གྲང;གྲས;གླང;ཆག;ཆང;ཆད;ཆར;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐམས;ཐར;ཐལ;ཐུམ;ཐེམ;ནམ;པར;ཕག;ཕང;ཕད;ཕན;ཕབ;ཕམ;ཕས;ཕུ;ཕུག;ཕུགས;ཕུད;ཕུབ;ཕུར;ཕུལ;ཕོག;ཕོད;ཕོན;ཕོར;ཕྱགས;ཕྱང;ཕྱད;ཕྱམ;ཕྱར;ཕྱལ;ཕྱིང;ཕྱིན;ཕྱིས;ཕྱུགས;ཕྱུང;ཕྲ;ཕྲད;ཕྲན;ཕྲས;ཕྲིག;ཕྲིན;ཕྲུ;ཕྲུག;ཕྲོམ;བཅོམ;བཙན;བརྩན;བྱད;བྱན;བྲམ;བྲལ;མཚར;མཛད;མྱང;ཙ;ཙམ;ཚགས;ཚར;ཚིམ;ཛ;ཟ;འཁར;འགྲོ;འདུག;འདོན;འབབ;འབར;འབུམ;འབྱུང;འབྱོར;འཛིན;ཡན;ཡུམ;རལ;རས;རིམ;རིམས;རྟགས;རྡལ;ལག;ལང;ལམ;ལས;སར;སྐམ;སྐར;སྟན;སྡོམ;སྣ;སྣམ;སྤྱད;སྦྱང;སྦྱར	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	complete_not_currently_authoritative
འཕར	phar	CORPUS_91DCE7C115D4;RESIDUAL_C14A7F0F1043;CORPUS_01025FAF5D30;CORPUS_6783C3DA00D4	ཀན;ཀར;ཁབ;ཁར;ཁེར;ཁྲག;ཁྲམ;ཁྲལ;གཅད;གཏོར;གདན;གསར;གསལ;གྲང;གྲས;གླང;ཆག;ཆང;ཆད;ཆར;ཆེར;ཐང;ཐད;ཐབ;ཐབས;ཐམ;ཐར;ཐལ;ཐུར;ཐེར;ཐོར;ནོར;པར;པོར;ཕག;ཕང;ཕད;ཕན;ཕབ;ཕམ;ཕས;ཕུ;ཕུག;ཕུགས;ཕུད;ཕུབ;ཕུར;ཕུལ;ཕོག;ཕོད;ཕོན;ཕོར;ཕྱགས;ཕྱང;ཕྱད;ཕྱམ;ཕྱར;ཕྱལ;ཕྱིང;ཕྱིན;ཕྱིས;ཕྱུགས;ཕྱུང;ཕྲ;ཕྲད;ཕྲན;ཕྲས;ཕྲིག;ཕྲིན;ཕྲུ;ཕྲུག;ཕྲོམ;བདར;བཙན;བརྡར;བརྩན;བྱད;བྱན;བྲལ;མཁར;མཚར;མཛད;མྱང;ཙ;ཚགས;ཚར;ཚུར;ཛ;ཟ;ཟུར;ཟེར;འཁར;འཁོར;འགྲོ;འདུག;འདོན;འབབ;འབར;འབུམ;འབྱུང;འབྱོར;འཛིན;ཡན;ཡར;རལ;རས;རྟགས;རྡལ;ལག;ལང;ལས;ཤོར;སར;སེར;སོར;སྐར;སྐོར;སྟན;སྟེར;སྣ;སྤྱད;སྦྱང;སྦྱར;སྦྱོར	no	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	correction_authoritative
